5,3.5
4.1154,10.75
10.611,17.444
6.9663,34.388
3.4571,51.743
5.4341,72.268
5.2797,92.196
6.7867,108.52
3.3596,129.12
4.3488,143.6
12.483,154.21
5.2,176.82
5.8235,195.88
5.1304,207.87
8.3492,218.11
4.6716,235.07
3.8475,258.31
15.322,272.49
3.1316,284.26
4.8152,312.02
7.9813,331.76
4.3837,345.34
3.2125,363.48
3.3836,378.92
8.5991,392.82
12.73,405.72
4.1491,420.91
5,449.38
7.6207,465.26
2.5,484
8.0567,508.15
4.2586,524.55
3.9091,543.27
3.5897,569.46
9.4968,582.77
6.0329,597.03
7.6977,612.8
5.4227,635.58
3.7551,646.67
9.8816,653.2
3.0476,665.81
5.4167,682.31
5.0962,697.13
4.6947,711.68
8.47,726.38
7.9265,739.96
9.75,754.03
3.13,769.54
15.842,784.42
5.5398,799.72
12.201,821.52
4.5094,831.58
4.2124,845.33
3.5603,869.47
8.0223,884.19
7.5138,899.81
3.7368,915.53
12.062,932.7
6.4251,955.62
5.9375,978.81
5.34,998.04
10.2,1015.2
5.4286,1028.7
5.6957,1039.6
3.8681,1059.4
5.3455,1074.8
10.134,1091.8
3.3571,1103.5
2.5,1119.5
10.292,1137.3
4.8235,1150.9
5.9194,1166.9
4.4172,1187.4
13.502,1206.8
3.9167,1216.2
15.871,1227.3
4.2769,1243.7
5.546,1263.2
10.49,1280.9
4.9149,1297.7
7.3542,1313.1
6.1887,1326.8
7.1887,1347
10.475,1366.8
5.7528,1378.3
15.588,1386.9
5.7647,1398.2
4.5478,1411.4
3.9508,1430.1
3.1573,1453.1
4.8942,1469.1
4.8364,1485.7
4.9787,1512.8
6.4324,1531
9.7677,1550.9
7.8895,1566.8
7.0297,1577.1
10.308,1587.2
5.2879,1605.5
6.8043,1627.9
7.4348,1643.7
7,1656.5
5.9091,1676.4
6.8717,1720.1
4.8077,1740.4
11.406,1757.7
4.6493,1772
4.8108,1786.6
5.8641,1799.3
5.9643,1813.7
3.8977,1831.2
4.1304,1842.8
4.3103,1854.2
5.9157,1868.4
3.9758,1886.9
11.236,1898.9
4.412,1925.5
13.125,1952.6
7.5647,1971.8
3.7568,1987.6
8.245,2001.4
4.7168,2016.3
6.4727,2030
12.302,2045.1
10.241,2061.2
3.5147,2071.9
7.2882,2087.2
3.4167,2107
3.4242,2128.7
6.2733,2144.3
5.8353,2161.4
3.9077,2175.2
5.1897,2188
5.2692,2206.6
7.4901,2231.7
6.7692,2246.5
6.4103,2273.5
5.8791,2292.4
4.7895,2311
4.7304,2329
13.832,2339.5
3.2235,2353.6
5.8667,2374.5
4.4615,2391.9
7.6188,2409.6
7.0171,2426.6
3.9583,2438.6
10.615,2453.2
3.7857,2465.3
4.406,2486.3
3.407,2503.7
8.902,2517.5
3.407,2529.5
7.5176,2555.7
4.6563,2573.7
10.057,2593.1
4.1929,2610.9
6.6864,2631.7
3.1618,2647.3
4.8054,2666.2
4.2647,2682.6
12.053,2691.2
5.8,2712.7
11.592,2728.8
13.963,2738.1
4.8447,2746.9
5,2757
11.39,250.62
13.713,291.48
12.709,550.9
18.672,849.95
10.68,1051.7
14.044,1445.7
16.377,1505.5
19.492,1683.9
14.175,2219.2
13.316,2256
11.807,357.4
15.613,430.91
13.105,630.39
12.612,672.58
14.372,2125.3
12.633,2359.3
18.153,2475.2
12.08,2533.6
12.028,2650.3
14.594,128.02
13.052,376.34
10.846,479.31
19.805,495.73
14.029,767.59
13,1119.3
13.327,1423.1
14.165,1459.5
20.966,1705.1
16.205,2701.8
12.965,50.692
16,568.33
17.622,869.57
14.33,1106.2
16.554,1176.8
19.54,1823
12.929,2106
16.069,2400.2
14.314,2503.3
17.543,187.15
15.877,447.4
16.294,525.51
14.717,914.63
18.378,1193
16.227,1250.4
18.174,1434
18.225,1489.1
15.945,1836.3
14.896,1854.6
16.512,1879.8
21.112,1910.6
16.061,1929.6
16.75,1988.3
17.59,2075.8
15.83,2177.6
19.143,2195.2
18.855,2318.8
16.946,2418.6
16.208,2614.9
18.023,4.3953
19.667,66.204
19.548,91.308
14.544,235.12
17.463,311.89
22.119,414.37
19,594.13
19.053,696.29
19.804,716.94
26.932,806.17
17.26,981.59
18.928,1000.2
18.73,1158.3
17.873,1302.2
16.079,1407.5
13.286,1472.7
24.812,1600.1
21.67,1782.7
18.697,2011.3
18.844,2300.2
18.835,2389.1
23.29,2438.8
20.968,2542.8
18.439,2573.1
17.411,2664.2
17.681,2680.3
18.946,2752.4
19.865,169.42
20.588,344
21.269,895.38
27,1062.5
23.347,1080.8
21.789,1742.8
17.588,1796.2
17.6,2156.2
22.783,2270.1
22.843,2492.7
22.816,218.72
